STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN,WDF2,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/1/2018,0.66,54,61,48,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/2/2018,0.31,58,70,46,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/3/2018,0.31,63,72,54,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/4/2018,0,66,72,60,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/5/2018,0.16,51,59,43,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/6/2018,0.87,59,72,45,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/7/2018,0.13,61,63,59,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/8/2018,0.04,68,81,54,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/9/2018,0,60,82,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/10/2018,0,70,75,64,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/11/2018,0,76,81,70,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/12/2018,0.12,48,53,44,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/13/2018,0,46,53,40,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/14/2018,0,49,61,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/15/2018,0.08,54,63,46,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/16/2018,0,47,57,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/17/2018,0,45,51,39,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/18/2018,0,43,54,32,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/19/2018,0,51,57,45,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/20/2018,0,52,59,45,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/21/2018,0.55,48,59,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/22/2018,0.04,44,52,36,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/23/2018,0,45,54,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/24/2018,0,41,44,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/25/2018,0,41,45,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/26/2018,0.39,42,49,36,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/27/2018,0.35,41,44,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/28/2018,0.43,40,43,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/29/2018,0,43,48,37,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/30/2018,0.24,42,54,30,,,,,,,
CA006132470,"FORT ERIE, ON CA",42.8833,-78.9667,180,10/31/2018,0.39,49,57,40,,,,,,,
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/1/2018,0.22,,54,50,60,70,",,W",19.9,",,W",25.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/2/2018,0.58,,70,51,320,320,",,W",16.1,",,W",19.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/3/2018,0,,68,53,200,200,",,W",16.1,",,W",19.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/4/2018,0.3,,73,46,310,240,",,W",25.1,",,W",36,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/5/2018,0,,57,44,70,70,",,W",19.9,",,W",23.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/6/2018,0.61,,71,51,200,220,",,W",18.1,",,W",21.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/7/2018,0.02,,65,53,70,80,",,W",16.1,",,W",19.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/8/2018,0,,76,52,80,80,",,W",16.1,",,W",21,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/9/2018,0.01,,82,62,230,220,",,W",23,",,W",29.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/10/2018,0,,81,65,230,210,",,W",19.9,",,W",28,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/11/2018,0,,73,50,240,230,",,W",28,",,W",35.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/12/2018,0.01,,51,41,270,290,",,W",23,",,W",29.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/13/2018,0.11,,52,35,260,260,",,W",19.9,",,W",23,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/14/2018,0.03,,58,36,230,230,",,W",14.1,",,W",18.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/15/2018,0.08,,58,39,280,280,",,W",32,",,W",38.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/16/2018,0,,53,35,230,220,",,W",30,",,W",38.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/17/2018,0.04,,52,37,300,310,",,W",29.1,",,W",36,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/18/2018,0,,46,31,320,320,",,W",21,",,W",25.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/19/2018,0,,58,43,230,230,",,W",36.9,",,W",46.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/20/2018,0.29,,52,40,240,210,",,W",31.1,",,W",38.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/21/2018,0,,40,34,340,320,",,W",23.9,",,W",32,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/22/2018,0,,52,33,240,240,",,W",19.9,",,W",25.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/23/2018,0.02,,51,31,300,300,",,W",23.9,",,W",29.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/24/2018,0,,42,36,310,320,",,W",21,",,W",25.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/25/2018,0,,46,35,340,330,",,W",12.1,",,W",14.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/26/2018,0.01,,48,35,110,100,",,W",17,",,W",21.9,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/27/2018,0.44,,43,36,70,70,",,W",25.9,",,W",33.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/28/2018,0.17,,42,36,250,260,",,W",13,",,W",16.1,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/29/2018,0.09,,47,32,260,250,",,W",23.9,",,W",30,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/30/2018,0.03,,52,29,210,220,",,W",15,",,W",19,",,W"
USW00004724,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.10833,-78.93806,178.3,10/31/2018,0.25,,57,45,250,220,",,W",21,",,W",30,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/1/2018,0.09,53,54,50,60,50,",,W",19.9,",,W",23.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/2/2018,1,59,69,51,320,320,",,W",21,",,W",23.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/3/2018,0,58,70,53,200,210,",,W",19.9,",,W",25.1,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/4/2018,0.45,67,74,46,220,220,",,W",32,",,W",38.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/5/2018,0,51,58,44,70,100,",,W",16.1,",,W",21,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/6/2018,0.73,61,74,51,200,250,",,W",19.9,",,W",25.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/7/2018,0.02,62,67,53,60,50,",,W",16.1,",,W",21,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/8/2018,0.01,62,82,53,70,70,",,W",16.1,",,W",19.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/9/2018,0,76,83,70,210,210,",,W",23,",,W",30,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/10/2018,0,74,81,67,190,190,",,W",21,",,W",25.1,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/11/2018,0.01,69,74,50,240,220,",,W",29.1,",,W",38.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/12/2018,0.01,49,51,42,260,280,",,W",21,",,W",27.1,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/13/2018,0.14,45,51,40,240,250,",,W",18.1,",,W",23.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/14/2018,0,48,60,41,250,250,",,W",14.1,",,W",17,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/15/2018,0.09,51,58,40,290,220,",,W",28,",,W",36.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/16/2018,0,44,52,38,220,210,",,W",30,",,W",40,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/17/2018,0.05,48,53,36,290,290,",,W",28,",,W",36,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/18/2018,0.03,38,47,33,240,250,",,W",21,",,W",28,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/19/2018,0,48,57,43,240,210,",,W",35.1,",,W",48.1,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/20/2018,0.47,53,55,40,240,220,",,W",36,",,W",49,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/21/2018,0,,42,34,320,330,",,W",25.9,",,W",34,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/22/2018,0,43,51,37,230,220,",,W",21.9,",,W",29.1,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/23/2018,0.05,43,51,37,310,310,",,W",23,",,W",30,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/24/2018,0,40,41,37,320,310,",,W",17,",,W",23.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/25/2018,0,39,44,37,310,310,",,W",13,",,W",17,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/26/2018,0,41,48,35,60,60,",,W",17,",,W",23.9,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/27/2018,0.51,39,41,37,60,70,",,W",21.9,",,W",27.1,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/28/2018,0.17,38,42,36,260,240,",,W",14.1,",,W",16.1,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/29/2018,0.1,42,46,38,260,250,",,W",21.9,",,W",30,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/30/2018,0.02,42,50,32,230,240,",,W",17,",,W",21,",,W"
USW00014733,"BUFFALO NIAGARA INTERNATIONAL, NY US",42.9408,-78.7358,218.2,10/31/2018,0.28,51,58,44,240,210,",,W",21,",,W",32,",,W"
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/1/2018,0.13,,57,50,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/2/2018,0.4,,55,50,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/3/2018,0.36,,70,53,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/4/2018,0.24,,73,54,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/5/2018,0.07,,72,44,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/6/2018,0.21,,57,44,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/7/2018,0.41,,71,50,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/8/2018,0.02,,60,52,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/9/2018,0,,76,52,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/10/2018,0,,82,64,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/11/2018,0,,81,66,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/12/2018,0,,72,45,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/13/2018,0.14,,51,40,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/14/2018,0,,52,35,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/15/2018,0.04,,58,39,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/16/2018,0.1,,58,35,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/17/2018,0,,53,36,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/18/2018,0.02,,49,30,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/19/2018,0,,50,31,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/20/2018,0.16,,58,46,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/21/2018,0.21,,51,34,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/22/2018,0.01,,41,34,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/23/2018,0,,52,31,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/24/2018,0.05,,51,36,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/25/2018,0,,41,35,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/26/2018,0,,46,35,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/27/2018,0.17,,48,37,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/28/2018,0.45,,43,36,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/29/2018,0.14,,42,36,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/30/2018,0.04,,47,30,,,,,,,
USC00305840,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",43.11386,-78.93533,179.2,10/31/2018,0.18,,52,32,,,,,,,
